 SOUID,    DATE,   HU, Q_HU
101002,19480813,   38,    0
101002,19480814,   38,    0
101002,19480815,   42,    0
101002,19480816,   52,    0
101002,19480817,   46,    0
101002,19480818,   47,    0
101002,19480819,   49,    0
101002,19480820,   38,    0
101002,19480821,   36,    0
101002,19480822,   32,    0
101002,19480823,   28,    0
101002,19480824,   28,    0
101002,19480825,   38,    0
101002,19480826,   40,    0
101002,19480827,   46,    0
101002,19480828,   37,    0
101002,19480829,   50,    0
101002,19480830,   45,    0
101002,19480831,   35,    0
101002,19480901,   34,    0
101002,19480902,   31,    0
101002,19480903,   42,    0
101002,19480904,   48,    0
101002,19480905,   49,    0
101002,19480906,   57,    0
101002,19480907,   56,    0
101002,19480908,   40,    0
101002,19480909,   34,    0
101002,19480910,   62,    0
101002,19480911,   57,    0
101002,19480912,   43,    0
101002,19480913,   48,    0
101002,19480914,   52,    0
101002,19480915,   53,    0
101002,19480916,   50,    0
101002,19480917,   44,    0
101002,19480918,   39,    0
101002,19480919,   47,    0
101002,19480920,   47,    0
101002,19480921,   40,    0
101002,19480922,   33,    0
101002,19480923,   58,    0
101002,19480924,   72,    0
101002,19480925,   66,    0
101002,19480926,   66,    0
101002,19480927,   68,    0
101002,19480928,   62,    0
101002,19480929,   50,    0
101002,19480930,   52,    0
101002,19481001,   49,    0
101002,19481002,   51,    0
101002,19481003,   58,    0
101002,19481004,   60,    0
101002,19481005,   62,    0
101002,19481006,   59,    0
101002,19481007,   64,    0
101002,19481008,   62,    0
101002,19481009,   55,    0
101002,19481010,   49,    0
101002,19481011,   55,    0
101002,19481012,   50,    0
101002,19481013,   52,    0
101002,19481014,   59,    0
101002,19481015,   62,    0
101002,19481016,   60,    0
101002,19481017,   83,    0
101002,19481018,   83,    0
101002,19481019,   49,    0
101002,19481020,   44,    0
101002,19481021,   47,    0
101002,19481022,   45,    0
101002,19481023,   70,    0
101002,19481024,   72,    0
101002,19481025,   81,    0
101002,19481026,   91,    0
101002,19481027,   69,    0
101002,19481028,   88,    0
101002,19481029,   66,    0
101002,19481030,   92,    0
101002,19481031,   85,    0
101002,19481101,   77,    0
101002,19481102,   79,    0
101002,19481103,   81,    0
101002,19481104,   82,    0
101002,19481105,   87,    0
101002,19481106,   82,    0
101002,19481107,   80,    0
101002,19481108,   64,    0
101002,19481109,   58,    0
101002,19481110,   48,    0
101002,19481111,   54,    0
101002,19481112,   58,    0
101002,19481113,   43,    0
101002,19481114,   39,    0
101002,19481115,   51,    0
101002,19481116,   53,    0
101002,19481117,   56,    0
101002,19481118,   66,    0
101002,19481119,   61,    0
101002,19481120,   61,    0
101002,19481121,   53,    0
101002,19481122,   56,    0
101002,19481123,   60,    0
101002,19481124,   69,    0
101002,19481125,   77,    0
101002,19481126,   70,    0
101002,19481127,   76,    0
101002,19481128,   68,    0
101002,19481129,   60,    0
101002,19481130,   65,    0
101002,19481201,   79,    0
101002,19481202,   76,    0
101002,19481203,   78,    0
101002,19481204,   82,    0
101002,19481205,   76,    0
101002,19481206,   81,    0
101002,19481207,   70,    0
101002,19481208,   81,    0
101002,19481209,   84,    0
101002,19481210,   86,    0
101002,19481211,   88,    0
101002,19481212,   84,    0
101002,19481213,   87,    0
101002,19481214,   88,    0
101002,19481215,   84,    0
101002,19481216,   77,    0
101002,19481217,   71,    0
101002,19481218,   73,    0
101002,19481219,   67,    0
101002,19481220,   67,    0
101002,19481221,   75,    0
101002,19481222,   71,    0
101002,19481223,   92,    0
101002,19481224,   86,    0
101002,19481225,   79,    0
101002,19481226,   93,    0
101002,19481227,   98,    0
101002,19481228,   81,    0
101002,19481229,   91,    0
101002,19481230,   96,    0
101002,19481231,   75,    0
101002,19490101,   90,    0
101002,19490102,   87,    0
101002,19490103,   87,    0
101002,19490104,   82,    0
101002,19490105,   89,    0
101002,19490106,   62,    0
101002,19490107,   66,    0
101002,19490108,   78,    0
101002,19490109,   63,    0
101002,19490110,   45,    0
101002,19490111,   53,    0
101002,19490112,   64,    0
101002,19490113,   56,    0
101002,19490114,   72,    0
101002,19490115,   60,    0
101002,19490116,   58,    0
101002,19490117,   73,    0
101002,19490118,   66,    0
101002,19490119,   49,    0
101002,19490120,   66,    0
101002,19490121,   68,    0
101002,19490122,   55,    0
101002,19490123,   76,    0
101002,19490124,   78,    0
101002,19490125,   69,    0
101002,19490126,   66,    0
101002,19490127,   66,    0
101002,19490128,   64,    0
101002,19490129,   62,    0
101002,19490130,   59,    0
101002,19490131,   52,    0
101002,19490201,   49,    0
101002,19490202,   46,    0
101002,19490203,   46,    0
101002,19490204,   66,    0
101002,19490205,   68,    0
101002,19490206,   66,    0
101002,19490207,   71,    0
101002,19490208,   73,    0
101002,19490209,   70,    0
101002,19490210,   77,    0
101002,19490211,   86,    0
101002,19490212,   60,    0
101002,19490213,   60,    0
101002,19490214,   43,    0
101002,19490215,   56,    0
101002,19490216,   68,    0
101002,19490217,   70,    0
101002,19490218,   64,    0
101002,19490219,   52,    0
101002,19490220,   54,    0
101002,19490221,   75,    0
101002,19490222,   70,    0
101002,19490223,   55,    0
101002,19490224,   50,    0
101002,19490225,   42,    0
101002,19490226,   52,    0
101002,19490227,   46,    0
101002,19490228,   36,    0
101002,19490301,   33,    0
101002,19490302,   38,    0
101002,19490303,   30,    0
101002,19490304,   50,    0
101002,19490305,   42,    0
101002,19490306,   55,    0
101002,19490307,   68,    0
101002,19490308,   70,    0
101002,19490309,   77,    0
101002,19490310,   84,    0
101002,19490311,   82,    0
101002,19490312,   61,    0
101002,19490313,   59,    0
101002,19490314,   46,    0
101002,19490315,   43,    0
101002,19490316,   72,    0
101002,19490317,   63,    0
101002,19490318,   49,    0
101002,19490319,   53,    0
101002,19490320,   47,    0
101002,19490321,   43,    0
101002,19490322,   40,    0
101002,19490323,   51,    0
101002,19490324,   58,    0
101002,19490325,   84,    0
101002,19490326,   70,    0
101002,19490327,   80,    0
101002,19490328,   78,    0
101002,19490329,   94,    0
101002,19490330,   82,    0
101002,19490331,   81,    0
101002,19490401,   71,    0
101002,19490402,   52,    0
101002,19490403,   54,    0
101002,19490404,   48,    0
101002,19490405,   45,    0
101002,19490406,   42,    0
101002,19490407,   45,    0
101002,19490408,   32,    0
101002,19490409,   36,    0
101002,19490410,   54,    0
101002,19490411,   47,    0
101002,19490412,   34,    0
101002,19490413,   26,    0
101002,19490414,   22,    0
101002,19490415,   28,    0
101002,19490416,   39,    0
101002,19490417,   42,    0
101002,19490418,   67,    0
101002,19490419,   79,    0
101002,19490420,   51,    0
101002,19490421,   68,    0
101002,19490422,   83,    0
101002,19490423,   75,    0
101002,19490424,   75,    0
101002,19490425,   43,    0
101002,19490426,   45,    0
101002,19490427,   50,    0
101002,19490428,   58,    0
101002,19490429,   45,    0
101002,19490430,   45,    0
101002,19490501,   48,    0
101002,19490502,   70,    0
101002,19490503,   84,    0
101002,19490504,   92,    0
101002,19490505,   82,    0
101002,19490506,   72,    0
101002,19490507,   57,    0
101002,19490508,   55,    0
101002,19490509,   46,    0
101002,19490510,   37,    0
101002,19490511,   49,    0
101002,19490512,   50,    0
101002,19490513,   41,    0
101002,19490514,   73,    0
101002,19490515,   83,    0
101002,19490516,   60,    0
101002,19490517,   78,    0
101002,19490518,   48,    0
101002,19490519,   47,    0
101002,19490520,   44,    0
101002,19490521,   34,    0
101002,19490522,   35,    0
101002,19490523,   50,    0
101002,19490524,   52,    0
101002,19490525,   50,    0
101002,19490526,   38,    0
101002,19490527,   47,    0
101002,19490528,   70,    0
101002,19490529,   64,    0
101002,19490530,   49,    0
101002,19490531,   44,    0
101002,19490601,   53,    0
101002,19490602,   42,    0
101002,19490603,   50,    0
101002,19490604,   42,    0
101002,19490605,   29,    0
101002,19490606,   42,    0
101002,19490607,   54,    0
101002,19490608,   74,    0
101002,19490609,   74,    0
101002,19490610,   60,    0
101002,19490611,   55,    0
101002,19490612,   46,    0
101002,19490613,   43,    0
101002,19490614,   38,    0
101002,19490615,   54,    0
101002,19490616,   64,    0
101002,19490617,   58,    0
101002,19490618,   49,    0
101002,19490619,   42,    0
101002,19490620,   31,    0
101002,19490621,   34,    0
101002,19490622,   40,    0
101002,19490623,   36,    0
101002,19490624,   44,    0
101002,19490625,   34,    0
101002,19490626,   36,    0
101002,19490627,   44,    0
101002,19490628,   38,    0
101002,19490629,   41,    0
101002,19490630,   32,    0
101002,19490701,   31,    0
101002,19490702,   28,    0
101002,19490703,   23,    0
101002,19490704,   23,    0
101002,19490705,   30,    0
101002,19490706,   46,    0
101002,19490707,   57,    0
101002,19490708,   66,    0
101002,19490709,   47,    0
101002,19490710,   68,    0
101002,19490711,   52,    0
101002,19490712,   46,    0
101002,19490713,   40,    0
101002,19490714,   37,    0
101002,19490715,   34,    0
101002,19490716,   42,    0
101002,19490717,   35,    0
101002,19490718,   30,    0
101002,19490719,   32,    0
101002,19490720,   30,    0
101002,19490721,   25,    0
101002,19490722,   30,    0
101002,19490723,   35,    0
101002,19490724,   36,    0
101002,19490725,   42,    0
101002,19490726,   42,    0
101002,19490727,   30,    0
101002,19490728,   31,    0
101002,19490729,   25,    0
101002,19490730,   25,    0
101002,19490731,   28,    0
101002,19490801,   24,    0
101002,19490802,   26,    0
101002,19490803,   38,    0
101002,19490804,   36,    0
101002,19490805,   29,    0
101002,19490806,   24,    0
101002,19490807,   24,    0
101002,19490808,   21,    0
101002,19490809,   22,    0
101002,19490810,   30,    0
101002,19490811,   39,    0
101002,19490812,   20,    0
101002,19490813,   27,    0
101002,19490814,   27,    0
101002,19490815,   41,    0
101002,19490816,   27,    0
101002,19490817,   19,    0
101002,19490818,   21,    0
101002,19490819,   21,    0
101002,19490820,   33,    0
101002,19490821,   34,    0
101002,19490822,   48,    0
101002,19490823,   46,    0
101002,19490824,   27,    0
101002,19490825,   38,    0
101002,19490826,   28,    0
101002,19490827,   33,    0
101002,19490828,   51,    0
101002,19490829,   54,    0
101002,19490830,   65,    0
101002,19490831,   60,    0
101002,19490901,   63,    0
101002,19490902,   51,    0
101002,19490903,   43,    0
101002,19490904,   52,    0
101002,19490905,   88,    0
101002,19490906,   77,    0
101002,19490907,   79,    0
101002,19490908,   69,    0
101002,19490909,   64,    0
101002,19490910,   69,    0
101002,19490911,   82,    0
101002,19490912,   78,    0
101002,19490913,   73,    0
101002,19490914,   73,    0
101002,19490915,   75,    0
101002,19490916,   74,    0
101002,19490917,   68,    0
101002,19490918,   61,    0
101002,19490919,   54,    0
101002,19490920,   51,    0
101002,19490921,   52,    0
101002,19490922,   55,    0
101002,19490923,   84,    0
101002,19490924,   74,    0
101002,19490925,   59,    0
101002,19490926,   65,    0
101002,19490927,   65,    0
101002,19490928,   92,    0
101002,19490929,   85,    0
101002,19490930,   86,    0
101002,19491001,   67,    0
101002,19491002,   78,    0
101002,19491003,   80,    0
101002,19491004,   79,    0
101002,19491005,   78,    0
101002,19491006,   80,    0
101002,19491007,   81,    0
101002,19491008,   68,    0
101002,19491009,   66,    0
101002,19491010,   74,    0
101002,19491011,   70,    0
101002,19491012,   51,    0
101002,19491013,   65,    0
101002,19491014,   60,    0
101002,19491015,   67,    0
101002,19491016,   63,    0
101002,19491017,   60,    0
101002,19491018,   62,    0
101002,19491019,   58,    0
101002,19491020,   61,    0
101002,19491021,   72,    0
101002,19491022,   64,    0
101002,19491023,   72,    0
101002,19491024,   88,    0
101002,19491025,   76,    0
101002,19491026,   61,    0
101002,19491027,   50,    0
101002,19491028,   56,    0
101002,19491029,   56,    0
101002,19491030,   39,    0
101002,19491031,   49,    0
101002,19491101,   50,    0
101002,19491102,   50,    0
101002,19491103,   41,    0
101002,19491104,   38,    0
101002,19491105,   39,    0
101002,19491106,   60,    0
101002,19491107,   61,    0
101002,19491108,   62,    0
101002,19491109,   68,    0
101002,19491110,   77,    0
101002,19491111,   75,    0
101002,19491112,   64,    0
101002,19491113,   62,    0
101002,19491114,   53,    0
101002,19491115,   60,    0
101002,19491116,   66,    0
101002,19491117,   68,    0
101002,19491118,   93,    0
101002,19491119,   80,    0
101002,19491120,   72,    0
101002,19491121,   94,    0
101002,19491122,   66,    0
101002,19491123,   78,    0
101002,19491124,   68,    0
101002,19491125,   78,    0
101002,19491126,   91,    0
101002,19491127,   82,    0
101002,19491128,   90,    0
101002,19491129,   82,    0
101002,19491130,   83,    0
101002,19491201,   94,    0
101002,19491202,   91,    0
101002,19491203,   89,    0
101002,19491204,   95,    0
101002,19491205,   86,    0
101002,19491206,   94,    0
101002,19491207,   94,    0
101002,19491208,   92,    0
101002,19491209,   62,    0
101002,19491210,   59,    0
101002,19491211,   53,    0
101002,19491212,   46,    0
101002,19491213,   39,    0
101002,19491214,   73,    0
101002,19491215,   82,    0
101002,19491216,   74,    0
101002,19491217,   96,    0
101002,19491218,   95,    0
101002,19491219,   90,    0
101002,19491220,   97,    0
101002,19491221,   89,    0
101002,19491222,   74,    0
101002,19491223,   78,    0
101002,19491224,   82,    0
101002,19491225,   80,    0
101002,19491226,   88,    0
101002,19491227,   78,    0
101002,19491228,   78,    0
101002,19491229,   91,    0
101002,19491230,   96,    0
101002,19491231,   74,    0
101002,19500101,   65,    0
101002,19500102,   74,    0
101002,19500103,   78,    0
101002,19500104,   58,    0
101002,19500105,   63,    0
101002,19500106,   83,    0
101002,19500107,   81,    0
101002,19500108,   62,    0
101002,19500109,   92,    0
101002,19500110,   75,    0
101002,19500111,   81,    0
101002,19500112,   73,    0
101002,19500113,   66,    0
101002,19500114,   70,    0
101002,19500115,   86,    0
101002,19500116,   90,    0
101002,19500117,   65,    0
101002,19500118,   58,    0
101002,19500119,   58,    0
101002,19500120,   62,    0
101002,19500121,   65,    0
101002,19500122,   82,    0
101002,19500123,   53,    0
101002,19500124,   74,    0
101002,19500125,   85,    0
101002,19500126,   88,    0
101002,19500127,   80,    0
101002,19500128,   80,    0
101002,19500129,   81,    0
101002,19500130,   91,    0
101002,19500131,   87,    0
101002,19500201,   77,    0
101002,19500202,   81,    0
101002,19500203,   92,    0
101002,19500204,   85,    0
101002,19500205,   97,    0
101002,19500206,   75,    0
101002,19500207,   82,    0
101002,19500208,   82,    0
101002,19500209,   68,    0
101002,19500210,   67,    0
101002,19500211,   84,    0
101002,19500212,   59,    0
101002,19500213,   89,    0
101002,19500214,   48,    0
101002,19500215,   74,    0
101002,19500216,   57,    0
101002,19500217,   51,    0
101002,19500218,   49,    0
101002,19500219,   38,    0
101002,19500220,   64,    0
101002,19500221,   66,    0
101002,19500222,   69,    0
101002,19500223,   81,    0
101002,19500224,   84,    0
101002,19500225,   73,    0
101002,19500226,   62,    0
101002,19500227,   71,    0
101002,19500228,   63,    0
101002,19500301,   55,    0
101002,19500302,   45,    0
101002,19500303,   47,    0
101002,19500304,   36,    0
101002,19500305,   43,    0
101002,19500306,   44,    0
101002,19500307,   48,    0
101002,19500308,   49,    0
101002,19500309,   40,    0
101002,19500310,   48,    0
101002,19500311,   44,    0
101002,19500312,   42,    0
101002,19500313,   56,    0
101002,19500314,   69,    0
101002,19500315,   56,    0
101002,19500316,   69,    0
101002,19500317,   76,    0
101002,19500318,   89,    0
101002,19500319,   68,    0
101002,19500320,   74,    0
101002,19500321,   60,    0
101002,19500322,   56,    0
101002,19500323,   61,    0
101002,19500324,   53,    0
101002,19500325,   56,    0
101002,19500326,   60,    0
101002,19500327,   72,    0
101002,19500328,   78,    0
101002,19500329,   68,    0
101002,19500330,   54,    0
101002,19500331,   54,    0
101002,19500401,   59,    0
101002,19500402,   59,    0
101002,19500403,   46,    0
101002,19500404,   49,    0
101002,19500405,   52,    0
101002,19500406,   38,    0
101002,19500407,   40,    0
101002,19500408,   46,    0
101002,19500409,   43,    0
101002,19500410,   35,    0
101002,19500411,   48,    0
101002,19500412,   82,    0
101002,19500413,   76,    0
101002,19500414,   46,    0
101002,19500415,   50,    0
101002,19500416,   51,    0
101002,19500417,   54,    0
101002,19500418,   80,    0
101002,19500419,   61,    0
101002,19500420,   58,    0
101002,19500421,   66,    0
101002,19500422,   48,    0
101002,19500423,   50,    0
101002,19500424,   50,    0
101002,19500425,   48,    0
101002,19500426,   42,    0
101002,19500427,   38,    0
101002,19500428,   53,    0
101002,19500429,   40,    0
101002,19500430,   36,    0
101002,19500501,   41,    0
101002,19500502,   35,    0
101002,19500503,   35,    0
101002,19500504,   40,    0
101002,19500505,   38,    0
101002,19500506,   48,    0
101002,19500507,   40,    0
101002,19500508,   38,    0
101002,19500509,   50,    0
101002,19500510,   48,    0
101002,19500511,   50,    0
101002,19500512,   74,    0
101002,19500513,   73,    0
101002,19500514,   76,    0
101002,19500515,   74,    0
101002,19500516,   82,    0
101002,19500517,   86,    0
101002,19500518,   72,    0
101002,19500519,   61,    0
101002,19500520,   58,    0
101002,19500521,   67,    0
101002,19500522,   70,    0
101002,19500523,   78,    0
101002,19500524,   82,    0
101002,19500525,   80,    0
101002,19500526,   70,    0
101002,19500527,   58,    0
101002,19500528,   58,    0
101002,19500529,   50,    0
101002,19500530,   76,    0
101002,19500531,   70,    0
101002,19500601,   70,    0
101002,19500602,   53,    0
101002,19500603,   52,    0
101002,19500604,   43,    0
101002,19500605,   44,    0
101002,19500606,   56,    0
101002,19500607,   60,    0
101002,19500608,   56,    0
101002,19500609,   85,    0
101002,19500610,   71,    0
101002,19500611,   61,    0
101002,19500612,   70,    0
101002,19500613,   60,    0
101002,19500614,   53,    0
101002,19500615,   51,    0
101002,19500616,   65,    0
101002,19500617,   71,    0
101002,19500618,   64,    0
101002,19500619,   53,    0
101002,19500620,   48,    0
101002,19500621,   49,    0
101002,19500622,   44,    0
101002,19500623,   48,    0
101002,19500624,   46,    0
101002,19500625,   44,    0
101002,19500626,   43,    0
101002,19500627,   40,    0
101002,19500628,   39,    0
101002,19500629,   36,    0
101002,19500630,   36,    0
101002,19500701,   37,    0
101002,19500702,   46,    0
101002,19500703,   59,    0
101002,19500704,   54,    0
101002,19500705,   60,    0
101002,19500706,   48,    0
101002,19500707,   42,    0
101002,19500708,   44,    0
101002,19500709,   38,    0
101002,19500710,   34,    0
101002,19500711,   40,    0
101002,19500712,   38,    0
101002,19500713,   40,    0
101002,19500714,   44,    0
101002,19500715,   44,    0
101002,19500716,   40,    0
101002,19500717,   42,    0
101002,19500718,   48,    0
101002,19500719,   45,    0
101002,19500720,   41,    0
101002,19500721,   36,    0
101002,19500722,   37,    0
101002,19500723,   40,    0
101002,19500724,   46,    0
101002,19500725,   46,    0
101002,19500726,   52,    0
101002,19500727,   46,    0
101002,19500728,   40,    0
101002,19500729,   42,    0
101002,19500730,   40,    0
101002,19500731,   38,    0
101002,19500801,   37,    0
101002,19500802,   38,    0
101002,19500803,   46,    0
101002,19500804,   47,    0
101002,19500805,   44,    0
101002,19500806,   46,    0
101002,19500807,   42,    0
101002,19500808,   54,    0
101002,19500809,   44,    0
101002,19500810,   40,    0
101002,19500811,   57,    0
101002,19500812,   53,    0
101002,19500813,   41,    0
101002,19500814,   43,    0
101002,19500815,   50,    0
101002,19500816,   37,    0
101002,19500817,   47,    0
101002,19500818,   43,    0
101002,19500819,   46,    0
101002,19500820,   60,    0
101002,19500821,   68,    0
101002,19500822,   68,    0
101002,19500823,   54,    0
101002,19500824,   52,    0
101002,19500825,   50,    0
101002,19500826,   50,    0
101002,19500827,   54,    0
101002,19500828,   55,    0
101002,19500829,   44,    0
101002,19500830,   48,    0
101002,19500831,   42,    0
101002,19500901,   45,    0
101002,19500902,   45,    0
101002,19500903,   60,    0
101002,19500904,   40,    0
101002,19500905,   51,    0
101002,19500906,   53,    0
101002,19500907,   52,    0
101002,19500908,   50,    0
101002,19500909,   56,    0
101002,19500910,   54,    0
101002,19500911,   58,    0
101002,19500912,   61,    0
101002,19500913,   61,    0
101002,19500914,   51,    0
101002,19500915,   47,    0
101002,19500916,   42,    0
101002,19500917,   44,    0
101002,19500918,   49,    0
101002,19500919,   51,    0
101002,19500920,   45,    0
101002,19500921,   53,    0
101002,19500922,   52,    0
101002,19500923,   66,    0
101002,19500924,   66,    0
101002,19500925,   51,    0
101002,19500926,   50,    0
101002,19500927,   51,    0
101002,19500928,   66,    0
101002,19500929,   85,    0
101002,19500930,   84,    0
101002,19501001,   82,    0
101002,19501002,   72,    0
101002,19501003,   66,    0
101002,19501004,   66,    0
101002,19501005,   64,    0
101002,19501006,   86,    0
101002,19501007,   80,    0
101002,19501008,   76,    0
101002,19501009,   73,    0
101002,19501010,   80,    0
101002,19501011,   78,    0
101002,19501012,   72,    0
101002,19501013,   69,    0
101002,19501014,   70,    0
101002,19501015,   90,    0
101002,19501016,   88,    0
101002,19501017,   87,    0
101002,19501018,   84,    0
101002,19501019,   82,    0
101002,19501020,   78,    0
101002,19501021,   82,    0
101002,19501022,   86,    0
101002,19501023,   88,    0
101002,19501024,   78,    0
101002,19501025,   67,    0
101002,19501026,   69,    0
101002,19501027,   72,    0
101002,19501028,   66,    0
101002,19501029,   65,    0
101002,19501030,   78,    0
101002,19501031,   86,    0
101002,19501101,   78,    0
101002,19501102,   76,    0
101002,19501103,   77,    0
101002,19501104,   73,    0
101002,19501105,   62,    0
101002,19501106,   76,    0
101002,19501107,   88,    0
101002,19501108,   85,    0
101002,19501109,   81,    0
101002,19501110,   68,    0
101002,19501111,   89,    0
101002,19501112,   63,    0
101002,19501113,   78,    0
101002,19501114,   78,    0
101002,19501115,   93,    0
101002,19501116,   91,    0
101002,19501117,   86,    0
101002,19501118,   85,    0
101002,19501119,   86,    0
101002,19501120,   71,    0
101002,19501121,   94,    0
101002,19501122,   73,    0
101002,19501123,   79,    0
101002,19501124,   90,    0
101002,19501125,   90,    0
101002,19501126,   88,    0
101002,19501127,   90,    0
101002,19501128,   85,    0
101002,19501129,   86,    0
101002,19501130,   68,    0
101002,19501201,   82,    0
101002,19501202,   84,    0
101002,19501203,   97,    0
101002,19501204,   89,    0
101002,19501205,   90,    0
101002,19501206,   96,    0
101002,19501207,   84,    0
101002,19501208,   84,    0
101002,19501209,   80,    0
101002,19501210,   91,    0
101002,19501211,   78,    0
101002,19501212,   70,    0
101002,19501213,   83,    0
101002,19501214,   71,    0
101002,19501215,   76,    0
101002,19501216,   62,    0
101002,19501217,   63,    0
101002,19501218,   83,    0
101002,19501219,   87,    0
101002,19501220,   88,    0
101002,19501221,   82,    0
101002,19501222,   79,    0
101002,19501223,   80,    0
101002,19501224,   75,    0
101002,19501225,   82,    0
101002,19501226,   81,    0
101002,19501227,   72,    0
101002,19501228,   81,    0
101002,19501229,   70,    0
101002,19501230,   78,    0
101002,19501231,   85,    0
101002,19510101,   91,    0
101002,19510102,   86,    0
101002,19510103,   70,    0
101002,19510104,   86,    0
101002,19510105,   78,    0
101002,19510106,   78,    0
101002,19510107,   78,    0
101002,19510108,   86,    0
101002,19510109,   91,    0
101002,19510110,   90,    0
101002,19510111,   84,    0
101002,19510112,   86,    0
101002,19510113,   86,    0
101002,19510114,   77,    0
101002,19510115,   73,    0
101002,19510116,   82,    0
101002,19510117,   81,    0
101002,19510118,   82,    0
101002,19510119,   83,    0
101002,19510120,   85,    0
101002,19510121,   82,    0
101002,19510122,   92,    0
101002,19510123,   88,    0
101002,19510124,   92,    0
101002,19510125,   73,    0
101002,19510126,   90,    0
101002,19510127,   84,    0
101002,19510128,   59,    0
101002,19510129,   58,    0
101002,19510130,   61,    0
101002,19510131,   71,    0
101002,19510201,   73,    0
101002,19510202,   79,    0
101002,19510203,   85,    0
101002,19510204,   87,    0
101002,19510205,   70,    0
101002,19510206,   85,    0
101002,19510207,   64,    0
101002,19510208,   85,    0
101002,19510209,   72,    0
101002,19510210,   85,    0
101002,19510211,   89,    0
101002,19510212,   90,    0
101002,19510213,   80,    0
101002,19510214,   88,    0
101002,19510215,   78,    0
101002,19510216,   70,    0
101002,19510217,   84,    0
101002,19510218,   84,    0
101002,19510219,   67,    0
101002,19510220,   83,    0
101002,19510221,   66,    0
101002,19510222,   71,    0
101002,19510223,   94,    0
101002,19510224,   68,    0
101002,19510225,   60,    0
101002,19510226,   56,    0
101002,19510227,   66,    0
101002,19510228,   57,    0
101002,19510301,   58,    0
101002,19510302,   38,    0
101002,19510303,   48,    0
101002,19510304,   56,    0
101002,19510305,   88,    0
101002,19510306,   64,    0
101002,19510307,   86,    0
101002,19510308,   81,    0
101002,19510309,   75,    0
101002,19510310,   94,    0
101002,19510311,   75,    0
101002,19510312,   94,    0
101002,19510313,   85,    0
101002,19510314,   76,    0
101002,19510315,   88,    0
101002,19510316,   92,    0
101002,19510317,   79,    0
101002,19510318,   72,    0
101002,19510319,   83,    0
101002,19510320,   70,    0
101002,19510321,   67,    0
101002,19510322,   58,    0
101002,19510323,   63,    0
101002,19510324,   49,    0
101002,19510325,   52,    0
101002,19510326,   50,    0
101002,19510327,   52,    0
101002,19510328,   67,    0
101002,19510329,   59,    0
101002,19510330,   52,    0
101002,19510331,   46,    0
101002,19510401,   42,    0
101002,19510402,   54,    0
101002,19510403,   49,    0
101002,19510404,   46,    0
101002,19510405,   44,    0
101002,19510406,   56,    0
101002,19510407,   66,    0
101002,19510408,   49,    0
101002,19510409,   47,    0
101002,19510410,   63,    0
101002,19510411,   54,    0
101002,19510412,   50,    0
101002,19510413,   46,    0
101002,19510414,   41,    0
101002,19510415,   36,    0
101002,19510416,   42,    0
101002,19510417,   60,    0
101002,19510418,   70,    0
101002,19510419,   73,    0
101002,19510420,   86,    0
101002,19510421,   77,    0
101002,19510422,   60,    0
101002,19510423,   67,    0
101002,19510424,   84,    0
101002,19510425,   80,    0
101002,19510426,   80,    0
101002,19510427,   74,    0
101002,19510428,   78,    0
101002,19510429,   48,    0
101002,19510430,   75,    0
101002,19510501,   74,    0
101002,19510502,   61,    0
101002,19510503,   64,    0
101002,19510504,   61,    0
101002,19510505,   78,    0
101002,19510506,   86,    0
101002,19510507,   74,    0
101002,19510508,   75,    0
101002,19510509,   64,    0
101002,19510510,   58,    0
101002,19510511,   66,    0
101002,19510512,   57,    0
101002,19510513,   50,    0
101002,19510514,   58,    0
101002,19510515,   47,    0
101002,19510516,   38,    0
101002,19510517,   39,    0
101002,19510518,   54,    0
101002,19510519,   54,    0
101002,19510520,   58,    0
101002,19510521,   70,    0
101002,19510522,   66,    0
101002,19510523,   49,    0
101002,19510524,   54,    0
101002,19510525,   58,    0
101002,19510526,   64,    0
101002,19510527,   58,    0
101002,19510528,   48,    0
101002,19510529,   78,    0
101002,19510530,   66,    0
101002,19510531,   64,    0
101002,19510601,   58,    0
101002,19510602,   50,    0
101002,19510603,   63,    0
101002,19510604,   76,    0
101002,19510605,   70,    0
101002,19510606,   68,    0
101002,19510607,   71,    0
101002,19510608,   71,    0
101002,19510609,   54,    0
101002,19510610,   56,    0
101002,19510611,   51,    0
101002,19510612,   47,    0
101002,19510613,   38,    0
101002,19510614,   33,    0
101002,19510615,   43,    0
101002,19510616,   40,    0
101002,19510617,   38,    0
101002,19510618,   40,    0
101002,19510619,   53,    0
101002,19510620,   53,    0
101002,19510621,   63,    0
101002,19510622,   55,    0
101002,19510623,   43,    0
101002,19510624,   39,    0
101002,19510625,   42,    0
101002,19510626,   36,    0
101002,19510627,   40,    0
101002,19510628,   48,    0
101002,19510629,   36,    0
101002,19510630,   44,    0
101002,19510701,   51,    0
101002,19510702,   45,    0
101002,19510703,   41,    0
101002,19510704,   58,    0
101002,19510705,   48,    0
101002,19510706,   42,    0
101002,19510707,   39,    0
101002,19510708,   51,    0
101002,19510709,   40,    0
101002,19510710,   33,    0
101002,19510711,   40,    0
101002,19510712,   30,    0
101002,19510713,   38,    0
101002,19510714,   36,    0
101002,19510715,   49,    0
101002,19510716,   44,    0
101002,19510717,   36,    0
101002,19510718,   33,    0
101002,19510719,   34,    0
101002,19510720,   33,    0
101002,19510721,   28,    0
101002,19510722,   24,    0
101002,19510723,   30,    0
