 SOUID,    DATE,   FG, Q_FG
115611,19460211,   19,    0
115611,19460212,   11,    0
115611,19460213,    6,    0
115611,19460214,    8,    0
115611,19460215,   17,    0
115611,19460216,   25,    0
115611,19460217,   44,    0
115611,19460218,   11,    0
115611,19460219,   19,    0
115611,19460220,   25,    0
115611,19460221,   61,    0
115611,19460222,   44,    0
115611,19460223,   17,    0
115611,19460224,    8,    0
115611,19460225,   14,    0
115611,19460226,   25,    0
115611,19460227,   19,    0
115611,19460228,   31,    0
115611,19460301,   36,    0
115611,19460302,  122,    0
115611,19460303,   33,    0
115611,19460304,   61,    0
115611,19460305,   17,    0
115611,19460306,   25,    0
115611,19460307,   28,    0
115611,19460308,   56,    0
115611,19460309,   33,    0
115611,19460310,   42,    0
115611,19460311,   56,    0
115611,19460312,   53,    0
115611,19460313,   86,    0
115611,19460314,   50,    0
115611,19460315,   53,    0
115611,19460316,   61,    0
115611,19460317,   17,    0
115611,19460318,   39,    0
115611,19460319,   25,    0
115611,19460320,   25,    0
115611,19460321,   11,    0
115611,19460322,   56,    0
115611,19460323,   17,    0
115611,19460324,   22,    0
115611,19460325,   50,    0
115611,19460326,   28,    0
115611,19460327,   39,    0
115611,19460328,   19,    0
115611,19460329,   19,    0
115611,19460330,   61,    0
115611,19460331,   33,    0
115611,19460401,   39,    0
115611,19460402,   28,    0
115611,19460403,   83,    0
115611,19460404,   44,    0
115611,19460405,   28,    0
115611,19460406,   58,    0
115611,19460407,   89,    0
115611,19460408,   64,    0
115611,19460409,   31,    0
115611,19460410,   50,    0
115611,19460411,   25,    0
115611,19460412,   25,    0
115611,19460413,   33,    0
115611,19460414,   17,    0
115611,19460415,   17,    0
115611,19460416,   50,    0
115611,19460417,   14,    0
115611,19460418,   25,    0
115611,19460419,   97,    0
115611,19460420,   56,    0
115611,19460421,   61,    0
115611,19460422,   81,    0
115611,19460423,   56,    0
115611,19460424,   67,    0
115611,19460425,   22,    0
115611,19460426,   39,    0
115611,19460427,   64,    0
115611,19460428,   56,    0
115611,19460429,   53,    0
115611,19460430,   61,    0
115611,19460501,   83,    0
115611,19460502,   25,    0
115611,19460503,   25,    0
115611,19460504,   33,    0
115611,19460505,    6,    0
115611,19460506,   39,    0
115611,19460507,   56,    0
115611,19460508,   31,    0
115611,19460509,   22,    0
115611,19460510,   17,    0
115611,19460511,   11,    0
115611,19460512,    6,    0
115611,19460513,   56,    0
115611,19460514,   56,    0
115611,19460515,   53,    0
115611,19460516,   33,    0
115611,19460517,   33,    0
115611,19460518,   17,    0
115611,19460519,   33,    0
115611,19460520,   31,    0
115611,19460521,   33,    0
115611,19460522,   33,    0
115611,19460523,   33,    0
115611,19460524,   53,    0
115611,19460525,   75,    0
115611,19460526,   56,    0
115611,19460527,   72,    0
115611,19460528,   31,    0
115611,19460529,   14,    0
115611,19460530,   31,    0
115611,19460531,   39,    0
115611,19460601,   69,    0
115611,19460602,   50,    0
115611,19460603,    8,    0
115611,19460604,    8,    0
115611,19460605,   17,    0
115611,19460606,   31,    0
115611,19460607,    8,    0
115611,19460608,   19,    0
115611,19460609,   22,    0
115611,19460610,   44,    0
115611,19460611,   33,    0
115611,19460612,   75,    0
115611,19460613,   44,    0
115611,19460614,   28,    0
115611,19460615,   28,    0
115611,19460616,   22,    0
115611,19460617,   17,    0
115611,19460618,   39,    0
115611,19460619,   19,    0
115611,19460620,   47,    0
115611,19460621,   83,    0
115611,19460622,   67,    0
115611,19460623,   78,    0
115611,19460624,   47,    0
115611,19460625,   42,    0
115611,19460626,   36,    0
115611,19460627,   36,    0
115611,19460628,   11,    0
115611,19460629,   19,    0
115611,19460630,   61,    0
115611,19460701,   17,    0
115611,19460702,   17,    0
115611,19460703,   25,    0
115611,19460704,   53,    0
115611,19460705,   53,    0
115611,19460706,   50,    0
115611,19460707,   75,    0
115611,19460708,   56,    0
115611,19460709,   44,    0
115611,19460710,   19,    0
115611,19460711,   11,    0
115611,19460712,   39,    0
115611,19460713,   39,    0
115611,19460714,   25,    0
115611,19460715,   47,    0
115611,19460716,   42,    0
115611,19460717,   33,    0
115611,19460718,   47,    0
115611,19460719,   17,    0
115611,19460720,   17,    0
115611,19460721,   25,    0
115611,19460722,   31,    0
115611,19460723,   17,    0
115611,19460724,   28,    0
115611,19460725,    8,    0
115611,19460726,   33,    0
115611,19460727,   19,    0
115611,19460728,   47,    0
115611,19460729,   17,    0
115611,19460730,   39,    0
115611,19460731,   17,    0
115611,19460801,   22,    0
115611,19460802,   22,    0
115611,19460803,   39,    0
115611,19460804,   28,    0
115611,19460805,   17,    0
115611,19460806,   44,    0
115611,19460807,   25,    0
115611,19460808,   36,    0
115611,19460809,   39,    0
115611,19460810,   56,    0
115611,19460811,   25,    0
115611,19460812,   25,    0
115611,19460813,   22,    0
115611,19460814,   50,    0
115611,19460815,   25,    0
115611,19460816,   25,    0
115611,19460817,   44,    0
115611,19460818,   25,    0
115611,19460819,   31,    0
115611,19460820,   17,    0
115611,19460821,   36,    0
115611,19460822,   19,    0
115611,19460823,    8,    0
115611,19460824,   39,    0
115611,19460825,   33,    0
115611,19460826,   17,    0
115611,19460827,   17,    0
115611,19460828,   22,    0
115611,19460829,   22,    0
115611,19460830,   22,    0
115611,19460831,   14,    0
115611,19460901,   39,    0
115611,19460902,   44,    0
115611,19460903,   36,    0
115611,19460904,   33,    0
115611,19460905,   17,    0
115611,19460906,   22,    0
115611,19460907,    6,    0
115611,19460908,   22,    0
115611,19460909,   22,    0
115611,19460910,   14,    0
115611,19460911,   14,    0
115611,19460912,   25,    0
115611,19460913,   33,    0
115611,19460914,   11,    0
115611,19460915,   14,    0
115611,19460916,   11,    0
115611,19460917,   31,    0
115611,19460918,   17,    0
115611,19460919,   17,    0
115611,19460920,   17,    0
115611,19460921,    3,    0
115611,19460922,   17,    0
115611,19460923,    6,    0
115611,19460924,   19,    0
115611,19460925,    6,    0
115611,19460926,    6,    0
115611,19460927,   17,    0
115611,19460928,   39,    0
115611,19460929,   17,    0
115611,19460930,    6,    0
115611,19461001,    3,    0
115611,19461002,   11,    0
115611,19461003,   25,    0
115611,19461004,   17,    0
115611,19461005,   19,    0
115611,19461006,    8,    0
115611,19461007,    8,    0
115611,19461008,   11,    0
115611,19461009,   25,    0
115611,19461010,   58,    0
115611,19461011,   17,    0
115611,19461012,   14,    0
115611,19461013,   14,    0
115611,19461014,    3,    0
115611,19461015,    3,    0
115611,19461016,    3,    0
115611,19461017,   31,    0
115611,19461018,   19,    0
115611,19461019,   11,    0
115611,19461020,   31,    0
115611,19461021,   39,    0
115611,19461022,   31,    0
115611,19461023,   14,    0
115611,19461024,    3,    0
115611,19461025,   17,    0
115611,19461026,    8,    0
115611,19461027,    6,    0
115611,19461028,    6,    0
115611,19461029,   22,    0
115611,19461030,   19,    0
115611,19461031,    6,    0
115611,19461101,   31,    0
115611,19461102,   19,    0
115611,19461103,   33,    0
115611,19461104,   17,    0
115611,19461105,   11,    0
115611,19461106,    8,    0
115611,19461107,   19,    0
115611,19461108,   33,    0
115611,19461109,   39,    0
115611,19461110,   33,    0
115611,19461111,   17,    0
115611,19461112,   67,    0
115611,19461113,   44,    0
115611,19461114,   28,    0
115611,19461115,   33,    0
115611,19461116,   61,    0
115611,19461117,   47,    0
115611,19461118,   56,    0
115611,19461119,   50,    0
115611,19461120,   44,    0
115611,19461121,   50,    0
115611,19461122,   47,    0
115611,19461123,    0,    0
115611,19461124,   22,    0
115611,19461125,   42,    0
115611,19461126,   53,    0
115611,19461127,    8,    0
115611,19461128,   11,    0
115611,19461129,    8,    0
115611,19461130,    8,    0
115611,19461201,    0,    0
115611,19461202,    0,    0
115611,19461203,   39,    0
115611,19461204,   50,    0
115611,19461205,    8,    0
115611,19461206,   33,    0
115611,19461207,   17,    0
115611,19461208,  111,    0
115611,19461209,   94,    0
115611,19461210,   33,    0
115611,19461211,   22,    0
115611,19461212,   19,    0
115611,19461213,   58,    0
115611,19461214,    8,    0
115611,19461215,    0,    0
115611,19461216,   17,    0
115611,19461217,   78,    0
115611,19461218,   81,    0
115611,19461219,   17,    0
115611,19461220,   17,    0
115611,19461221,   28,    0
115611,19461222,   17,    0
115611,19461223,    8,    0
115611,19461224,   67,    0
115611,19461225,   31,    0
115611,19461226,   11,    0
115611,19461227,   83,    0
115611,19461228,   17,    0
115611,19461229,    6,    0
115611,19461230,    0,    0
115611,19461231,    6,    0
115611,19470101,   17,    0
115611,19470102,    0,    0
115611,19470103,    8,    0
115611,19470104,   14,    0
115611,19470105,   39,    0
115611,19470106,    8,    0
115611,19470107,   39,    0
115611,19470108,    6,    0
115611,19470109,   31,    0
115611,19470110,    0,    0
115611,19470111,    8,    0
115611,19470112,   22,    0
115611,19470113,   39,    0
115611,19470114,    8,    0
115611,19470115,   17,    0
115611,19470116,   31,    0
115611,19470117,   17,    0
115611,19470118,   25,    0
115611,19470119,   11,    0
115611,19470120,    6,    0
115611,19470121,    3,    0
115611,19470122,    6,    0
115611,19470123,   19,    0
115611,19470124,   67,    0
115611,19470125,   47,    0
115611,19470126,   28,    0
115611,19470127,   33,    0
115611,19470128,   28,    0
115611,19470129,   39,    0
115611,19470130,   19,    0
115611,19470131,   17,    0
115611,19470201,   14,    0
115611,19470202,   50,    0
115611,19470203,   83,    0
115611,19470204,   83,    0
115611,19470205,   56,    0
115611,19470206,   42,    0
115611,19470207,   69,    0
115611,19470208,   56,    0
115611,19470209,   42,    0
115611,19470210,   47,    0
115611,19470211,   56,    0
115611,19470212,   33,    0
115611,19470213,   47,    0
115611,19470214,   58,    0
115611,19470215,    6,    0
115611,19470216,   11,    0
115611,19470217,   69,    0
115611,19470218,   42,    0
115611,19470219,   47,    0
115611,19470220,   25,    0
115611,19470221,   42,    0
115611,19470222,   42,    0
115611,19470223,   19,    0
115611,19470224,   67,    0
115611,19470225,   33,    0
115611,19470226,   50,    0
115611,19470227,   28,    0
115611,19470228,   39,    0
115611,19470301,   67,    0
115611,19470302,   39,    0
115611,19470303,   28,    0
115611,19470304,   64,    0
115611,19470305,   42,    0
115611,19470306,   75,    0
115611,19470307,   33,    0
115611,19470308,   78,    0
115611,19470309,   28,    0
115611,19470310,   22,    0
115611,19470311,   67,    0
115611,19470312,    8,    0
115611,19470313,   67,    0
115611,19470314,   61,    0
115611,19470315,   17,    0
115611,19470316,   28,    0
115611,19470317,   75,    0
115611,19470318,   39,    0
115611,19470319,   58,    0
115611,19470320,   61,    0
115611,19470321,   25,    0
115611,19470322,   89,    0
115611,19470323,   83,    0
115611,19470324,   58,    0
115611,19470325,   31,    0
115611,19470326,   39,    0
115611,19470327,   50,    0
115611,19470328,   67,    0
115611,19470329,   61,    0
115611,19470330,   75,    0
115611,19470331,   89,    0
115611,19470401,  139,    0
115611,19470402,   56,    0
115611,19470403,   67,    0
115611,19470404,   69,    0
115611,19470405,   28,    0
115611,19470406,   11,    0
115611,19470407,   17,    0
115611,19470408,   17,    0
115611,19470409,   72,    0
115611,19470410,   81,    0
115611,19470411,   25,    0
115611,19470412,   17,    0
115611,19470413,   61,    0
115611,19470414,   17,    0
115611,19470415,   44,    0
115611,19470416,   53,    0
115611,19470417,   22,    0
115611,19470418,    8,    0
115611,19470419,   17,    0
115611,19470420,   33,    0
115611,19470421,   25,    0
115611,19470422,   44,    0
115611,19470423,   11,    0
115611,19470424,   11,    0
115611,19470425,   33,    0
115611,19470426,   25,    0
115611,19470427,   33,    0
115611,19470428,   22,    0
115611,19470429,   33,    0
115611,19470430,   17,    0
115611,19470501,   78,    0
115611,19470502,   56,    0
115611,19470503,   25,    0
115611,19470504,   44,    0
115611,19470505,   25,    0
115611,19470506,   17,    0
115611,19470507,   39,    0
115611,19470508,   17,    0
115611,19470509,   44,    0
115611,19470510,   19,    0
115611,19470511,   28,    0
115611,19470512,   61,    0
115611,19470513,  100,    0
115611,19470514,   56,    0
115611,19470515,   56,    0
115611,19470516,   19,    0
115611,19470517,   25,    0
115611,19470518,   33,    0
115611,19470519,   72,    0
115611,19470520,   25,    0
115611,19470521,   25,    0
115611,19470522,   17,    0
115611,19470523,   14,    0
115611,19470524,   11,    0
115611,19470525,   19,    0
115611,19470526,    6,    0
115611,19470527,   19,    0
115611,19470528,   19,    0
115611,19470529,   31,    0
115611,19470530,   47,    0
115611,19470531,   22,    0
115611,19470601,   33,    0
115611,19470602,   64,    0
115611,19470603,   36,    0
115611,19470604,   11,    0
115611,19470605,   17,    0
115611,19470606,   28,    0
115611,19470607,   31,    0
115611,19470608,   28,    0
115611,19470609,   36,    0
115611,19470610,   22,    0
115611,19470611,   31,    0
115611,19470612,   28,    0
115611,19470613,   11,    0
115611,19470614,   33,    0
115611,19470615,   17,    0
115611,19470616,   11,    0
115611,19470617,   25,    0
115611,19470618,   33,    0
115611,19470619,   11,    0
115611,19470620,   25,    0
115611,19470621,   39,    0
115611,19470622,   56,    0
115611,19470623,   47,    0
115611,19470624,   11,    0
115611,19470625,   17,    0
115611,19470626,   17,    0
115611,19470627,   33,    0
115611,19470628,   17,    0
115611,19470629,   28,    0
115611,19470630,   17,    0
115611,19470701,   17,    0
115611,19470702,   22,    0
115611,19470703,   17,    0
115611,19470704,   33,    0
115611,19470705,   11,    0
115611,19470706,   19,    0
115611,19470707,   22,    0
115611,19470708,   39,    0
115611,19470709,   33,    0
115611,19470710,   11,    0
115611,19470711,   22,    0
115611,19470712,   17,    0
115611,19470713,   19,    0
115611,19470714,   17,    0
115611,19470715,   33,    0
115611,19470716,   28,    0
115611,19470717,   17,    0
115611,19470718,   33,    0
115611,19470719,   33,    0
115611,19470720,   22,    0
115611,19470721,   17,    0
115611,19470722,   19,    0
115611,19470723,   17,    0
115611,19470724,   25,    0
115611,19470725,   17,    0
115611,19470726,   14,    0
115611,19470727,   28,    0
115611,19470728,   25,    0
115611,19470729,   14,    0
115611,19470730,   31,    0
115611,19470731,   17,    0
115611,19470801,   17,    0
115611,19470802,   17,    0
115611,19470803,   22,    0
115611,19470804,   39,    0
115611,19470805,   22,    0
115611,19470806,   42,    0
115611,19470807,   17,    0
115611,19470808,   28,    0
115611,19470809,   19,    0
115611,19470810,   17,    0
115611,19470811,   58,    0
115611,19470812,   39,    0
115611,19470813,   19,    0
115611,19470814,   14,    0
115611,19470815,   14,    0
115611,19470816,   11,    0
115611,19470817,   11,    0
115611,19470818,   17,    0
115611,19470819,   33,    0
115611,19470820,   33,    0
115611,19470821,   17,    0
115611,19470822,   19,    0
115611,19470823,   36,    0
115611,19470824,   17,    0
115611,19470825,   28,    0
115611,19470826,   28,    0
115611,19470827,   17,    0
115611,19470828,   28,    0
115611,19470829,   22,    0
115611,19470830,   11,    0
115611,19470831,   11,    0
115611,19470901,   17,    0
115611,19470902,   22,    0
115611,19470903,   17,    0
115611,19470904,   14,    0
115611,19470905,   17,    0
115611,19470906,   17,    0
115611,19470907,   14,    0
115611,19470908,   11,    0
115611,19470909,   17,    0
115611,19470910,   14,    0
115611,19470911,   14,    0
115611,19470912,    8,    0
115611,19470913,   14,    0
115611,19470914,   19,    0
115611,19470915,   17,    0
115611,19470916,    0,    0
115611,19470917,    0,    0
115611,19470918,    0,    0
115611,19470919,    0,    0
115611,19470920,    0,    0
115611,19470921,    0,    0
115611,19470922,    0,    0
115611,19470923,    0,    0
115611,19470924,    0,    0
115611,19470925,    0,    0
115611,19470926,    0,    0
115611,19470927,    0,    0
115611,19470928,    0,    0
115611,19470929,    0,    0
115611,19470930,    0,    0
115611,19471001,   17,    0
115611,19471002,   33,    0
115611,19471003,    8,    0
115611,19471004,   33,    0
115611,19471005,   22,    0
115611,19471006,   17,    0
115611,19471007,   19,    0
115611,19471008,   11,    0
115611,19471009,   25,    0
115611,19471010,   22,    0
115611,19471011,   44,    0
115611,19471012,   28,    0
115611,19471013,   36,    0
115611,19471014,   11,    0
115611,19471015,   22,    0
115611,19471016,   17,    0
115611,19471017,   22,    0
115611,19471018,   17,    0
115611,19471019,   11,    0
115611,19471020,   11,    0
115611,19471021,    8,    0
115611,19471022,   11,    0
115611,19471023,    8,    0
115611,19471024,   17,    0
115611,19471025,   22,    0
115611,19471026,    8,    0
115611,19471027,   33,    0
115611,19471028,   11,    0
115611,19471029,   11,    0
115611,19471030,   67,    0
115611,19471031,   25,    0
115611,19471101,    0,    0
115611,19471102,    0,    0
115611,19471103,    0,    0
115611,19471104,   19,    0
115611,19471105,   11,    0
115611,19471106,    3,    0
115611,19471107,    3,    0
115611,19471108,   19,    0
115611,19471109,   33,    0
115611,19471110,   17,    0
115611,19471111,    0,    0
115611,19471112,    0,    0
115611,19471113,    0,    0
115611,19471114,    0,    0
115611,19471115,    0,    0
115611,19471116,    0,    0
115611,19471117,    0,    0
115611,19471118,    0,    0
115611,19471119,    0,    0
115611,19471120,    0,    0
115611,19471121,    0,    0
115611,19471122,    0,    0
115611,19471123,    0,    0
115611,19471124,    0,    0
115611,19471125,    0,    0
115611,19471126,    0,    0
115611,19471127,    0,    0
115611,19471128,    0,    0
115611,19471129,    0,    0
115611,19471130,    0,    0
115611,19471201,    0,    0
115611,19471202,    0,    0
115611,19471203,    0,    0
115611,19471204,    0,    0
115611,19471205,    0,    0
115611,19471206,    0,    0
115611,19471207,    0,    0
115611,19471208,    0,    0
115611,19471209,    0,    0
115611,19471210,    0,    0
115611,19471211,    0,    0
115611,19471212,    0,    0
115611,19471213,    0,    0
115611,19471214,    0,    0
115611,19471215,    0,    0
115611,19471216,    0,    0
115611,19471217,    0,    0
115611,19471218,    0,    0
115611,19471219,    0,    0
115611,19471220,    0,    0
115611,19471221,    0,    0
115611,19471222,    0,    0
115611,19471223,    0,    0
115611,19471224,    0,    0
115611,19471225,    0,    0
115611,19471226,    0,    0
115611,19471227,    0,    0
115611,19471228,    0,    0
115611,19471229,    0,    0
115611,19471230,    0,    0
115611,19471231,    0,    0
115611,19480101,    0,    0
115611,19480102,    0,    0
115611,19480103,    0,    0
115611,19480104,    0,    0
115611,19480105,    0,    0
115611,19480106,    0,    0
115611,19480107,    0,    0
115611,19480108,    0,    0
115611,19480109,    0,    0
115611,19480110,    0,    0
115611,19480111,    0,    0
115611,19480112,    0,    0
115611,19480113,    0,    0
115611,19480114,    0,    0
115611,19480115,    0,    0
115611,19480116,    0,    0
115611,19480117,    0,    0
115611,19480118,    0,    0
115611,19480119,    0,    0
115611,19480120,    0,    0
115611,19480121,    0,    0
115611,19480122,    0,    0
115611,19480123,    0,    0
115611,19480124,    0,    0
115611,19480125,    0,    0
115611,19480126,    0,    0
115611,19480127,    0,    0
115611,19480128,    0,    0
115611,19480129,    0,    0
115611,19480130,    0,    0
115611,19480131,    0,    0
115611,19480201,    0,    0
115611,19480202,    0,    0
115611,19480203,    0,    0
115611,19480204,    0,    0
115611,19480205,    0,    0
115611,19480206,    0,    0
115611,19480207,    0,    0
115611,19480208,    0,    0
115611,19480209,    0,    0
115611,19480210,    0,    0
115611,19480211,    3,    0
115611,19480212,   19,    0
115611,19480213,   11,    0
115611,19480214,   22,    0
115611,19480215,   17,    0
115611,19480216,    6,    0
115611,19480217,    6,    0
115611,19480218,   17,    0
115611,19480219,   22,    0
115611,19480220,   22,    0
115611,19480221,   69,    0
115611,19480222,   25,    0
115611,19480223,   11,    0
115611,19480224,   33,    0
115611,19480225,   33,    0
115611,19480226,   33,    0
115611,19480227,   75,    0
115611,19480228,   69,    0
115611,19480229,   64,    0
115611,19480301,   28,    0
115611,19480302,   11,    0
115611,19480303,   14,    0
115611,19480304,   83,    0
115611,19480305,   33,    0
115611,19480306,   22,    0
115611,19480307,   11,    0
115611,19480308,   19,    0
115611,19480309,   28,    0
115611,19480310,   22,    0
115611,19480311,   14,    0
115611,19480312,   11,    0
115611,19480313,   22,    0
115611,19480314,   33,    0
115611,19480315,   11,    0
115611,19480316,   17,    0
115611,19480317,   25,    0
115611,19480318,   17,    0
115611,19480319,   50,    0
115611,19480320,   53,    0
115611,19480321,   56,    0
115611,19480322,    8,    0
115611,19480323,   33,    0
115611,19480324,   58,    0
115611,19480325,   56,    0
115611,19480326,   39,    0
115611,19480327,   42,    0
115611,19480328,   33,    0
115611,19480329,    6,    0
115611,19480330,   39,    0
115611,19480331,   47,    0
115611,19480401,   47,    0
115611,19480402,   28,    0
115611,19480403,   47,    0
115611,19480404,   17,    0
115611,19480405,   36,    0
115611,19480406,   36,    0
115611,19480407,   11,    0
115611,19480408,   14,    0
115611,19480409,   42,    0
115611,19480410,   53,    0
115611,19480411,   72,    0
115611,19480412,   64,    0
115611,19480413,   67,    0
115611,19480414,   78,    0
115611,19480415,   56,    0
115611,19480416,   28,    0
115611,19480417,   28,    0
115611,19480418,   61,    0
115611,19480419,   17,    0
115611,19480420,   19,    0
115611,19480421,   78,    0
115611,19480422,   31,    0
115611,19480423,   31,    0
115611,19480424,   53,    0
115611,19480425,   72,    0
115611,19480426,   67,    0
115611,19480427,   78,    0
115611,19480428,   39,    0
115611,19480429,   42,    0
115611,19480430,   56,    0
115611,19480501,   44,    0
115611,19480502,   61,    0
115611,19480503,   44,    0
115611,19480504,   36,    0
115611,19480505,    6,    0
115611,19480506,   31,    0
115611,19480507,   67,    0
115611,19480508,   28,    0
115611,19480509,   19,    0
115611,19480510,   25,    0
115611,19480511,   42,    0
115611,19480512,   83,    0
115611,19480513,   42,    0
115611,19480514,   50,    0
115611,19480515,   19,    0
115611,19480516,   11,    0
115611,19480517,   33,    0
115611,19480518,   39,    0
115611,19480519,   28,    0
115611,19480520,   39,    0
115611,19480521,   56,    0
115611,19480522,   33,    0
115611,19480523,   28,    0
115611,19480524,   33,    0
115611,19480525,   39,    0
115611,19480526,   22,    0
115611,19480527,   67,    0
115611,19480528,   50,    0
115611,19480529,   47,    0
115611,19480530,   28,    0
115611,19480531,   33,    0
115611,19480601,   39,    0
115611,19480602,   28,    0
115611,19480603,   33,    0
115611,19480604,   56,    0
115611,19480605,   11,    0
115611,19480606,   17,    0
115611,19480607,   61,    0
115611,19480608,   25,    0
115611,19480609,   25,    0
115611,19480610,   17,    0
115611,19480611,   17,    0
115611,19480612,   36,    0
115611,19480613,   33,    0
115611,19480614,   39,    0
115611,19480615,   28,    0
115611,19480616,   31,    0
115611,19480617,   28,    0
115611,19480618,   39,    0
115611,19480619,   75,    0
115611,19480620,   36,    0
115611,19480621,   17,    0
115611,19480622,   11,    0
115611,19480623,   39,    0
115611,19480624,   53,    0
115611,19480625,   83,    0
115611,19480626,   53,    0
115611,19480627,   11,    0
115611,19480628,   33,    0
115611,19480629,   42,    0
115611,19480630,   50,    0
115611,19480701,   64,    0
115611,19480702,   39,    0
115611,19480703,   44,    0
115611,19480704,   17,    0
115611,19480705,   28,    0
115611,19480706,   33,    0
115611,19480707,   42,    0
115611,19480708,   19,    0
115611,19480709,   28,    0
115611,19480710,   33,    0
115611,19480711,   61,    0
115611,19480712,    8,    0
115611,19480713,   22,    0
115611,19480714,   22,    0
115611,19480715,   19,    0
115611,19480716,   39,    0
115611,19480717,   39,    0
115611,19480718,   17,    0
115611,19480719,   17,    0
115611,19480720,   28,    0
115611,19480721,   22,    0
115611,19480722,   19,    0
115611,19480723,   22,    0
115611,19480724,    3,    0
115611,19480725,   33,    0
115611,19480726,   11,    0
115611,19480727,   28,    0
115611,19480728,   22,    0
115611,19480729,   28,    0
115611,19480730,    8,    0
115611,19480731,   31,    0
115611,19480801,   22,    0
115611,19480802,   17,    0
115611,19480803,   22,    0
115611,19480804,   33,    0
115611,19480805,   22,    0
115611,19480806,   47,    0
115611,19480807,   61,    0
115611,19480808,   58,    0
115611,19480809,   22,    0
115611,19480810,   11,    0
115611,19480811,   17,    0
115611,19480812,   22,    0
115611,19480813,   47,    0
115611,19480814,   22,    0
115611,19480815,   25,    0
115611,19480816,   39,    0
115611,19480817,   22,    0
115611,19480818,   56,    0
115611,19480819,   39,    0
115611,19480820,   19,    0
115611,19480821,   11,    0
115611,19480822,   19,    0
115611,19480823,   17,    0
115611,19480824,   17,    0
115611,19480825,    8,    0
115611,19480826,   28,    0
115611,19480827,   17,    0
115611,19480828,    3,    0
115611,19480829,   22,    0
115611,19480830,    6,    0
115611,19480831,   11,    0
115611,19480901,    0,    0
115611,19480902,    0,    0
115611,19480903,    0,    0
115611,19480904,    0,    0
115611,19480905,    0,    0
115611,19480906,    0,    0
115611,19480907,    0,    0
115611,19480908,    0,    0
115611,19480909,    0,    0
115611,19480910,    0,    0
115611,19480911,    0,    0
115611,19480912,    0,    0
115611,19480913,    0,    0
115611,19480914,    0,    0
115611,19480915,    0,    0
115611,19480916,    0,    0
115611,19480917,    0,    0
115611,19480918,    0,    0
115611,19480919,    0,    0
115611,19480920,    0,    0
115611,19480921,    0,    0
115611,19480922,    0,    0
115611,19480923,    0,    0
115611,19480924,    0,    0
115611,19480925,    0,    0
115611,19480926,    0,    0
115611,19480927,    0,    0
115611,19480928,    0,    0
115611,19480929,    0,    0
115611,19480930,    0,    0
115611,19481001,   47,    0
115611,19481002,   44,    0
115611,19481003,   31,    0
115611,19481004,   17,    0
115611,19481005,    6,    0
115611,19481006,   11,    0
115611,19481007,   17,    0
115611,19481008,   22,    0
115611,19481009,   11,    0
115611,19481010,   11,    0
115611,19481011,    3,    0
115611,19481012,    6,    0
115611,19481013,   11,    0
115611,19481014,   17,    0
115611,19481015,    8,    0
115611,19481016,    3,    0
115611,19481017,    8,    0
115611,19481018,   53,    0
115611,19481019,   64,    0
115611,19481020,   72,    0
115611,19481021,   67,    0
115611,19481022,   44,    0
115611,19481023,   39,    0
115611,19481024,    6,    0
115611,19481025,    8,    0
115611,19481026,   14,    0
115611,19481027,   39,    0
115611,19481028,   28,    0
115611,19481029,   53,    0
115611,19481030,   22,    0
115611,19481031,   11,    0
115611,19481101,    6,    0
115611,19481102,    6,    0
115611,19481103,   17,    0
115611,19481104,   14,    0
115611,19481105,   17,    0
115611,19481106,   19,    0
115611,19481107,   44,    0
115611,19481108,   17,    0
115611,19481109,   31,    0
115611,19481110,   31,    0
115611,19481111,   19,    0
115611,19481112,   17,    0
115611,19481113,   19,    0
115611,19481114,   11,    0
115611,19481115,   11,    0
115611,19481116,   11,    0
115611,19481117,   11,    0
115611,19481118,   28,    0
115611,19481119,   17,    0
115611,19481120,   11,    0
115611,19481121,   17,    0
115611,19481122,    8,    0
115611,19481123,    8,    0
115611,19481124,   11,    0
115611,19481125,    0,    0
115611,19481126,   11,    0
115611,19481127,   28,    0
115611,19481128,   25,    0
115611,19481129,   22,    0
115611,19481130,    8,    0
115611,19481201,   25,    0
115611,19481202,   17,    0
115611,19481203,   17,    0
115611,19481204,    6,    0
115611,19481205,   11,    0
115611,19481206,    8,    0
115611,19481207,   28,    0
115611,19481208,   42,    0
115611,19481209,   33,    0
115611,19481210,    6,    0
115611,19481211,   47,    0
115611,19481212,  106,    0
115611,19481213,   31,    0
115611,19481214,   14,    0
115611,19481215,    8,    0
115611,19481216,   22,    0
115611,19481217,   39,    0
115611,19481218,   11,    0
115611,19481219,   67,    0
115611,19481220,   72,    0
115611,19481221,   61,    0
115611,19481222,   36,    0
115611,19481223,   50,    0
115611,19481224,   42,    0
115611,19481225,   39,    0
115611,19481226,   17,    0
115611,19481227,   14,    0
115611,19481228,   42,    0
115611,19481229,    8,    0
115611,19481230,    8,    0
115611,19481231,   50,    0
115611,19490101,   64,    0
115611,19490102,   56,    0
115611,19490103,   17,    0
115611,19490104,   17,    0
115611,19490105,   11,    0
115611,19490106,   50,    0
115611,19490107,   11,    0
115611,19490108,   31,    0
115611,19490109,   61,    0
115611,19490110,  133,    0
115611,19490111,   56,    0
115611,19490112,   64,    0
115611,19490113,   78,    0
115611,19490114,   11,    0
115611,19490115,    8,    0
115611,19490116,    6,    0
115611,19490117,    6,    0
115611,19490118,   17,    0
115611,19490119,   11,    0
115611,19490120,    6,    0
