21.7 27.8 20.5 70 102.1 67.7 23.9 49.9 32.6 105.8 55.2 38.8
0.9 0.4 38.5 55.7 10.3 25.4 80.5 10.1 25.6 39.1 59.8 131.8
2.4 167.6 146.3 16.7 47.8 38.3 34.9 98.5 248.4 132.5 34.5 36.6
35.4 37.6 155.5 5.9 49.9 16.8 8.1 6 63.1 158.7 14 165.2
43.4 0.3 11.9 26.2 46.4 58.6 10.2 40 126.5 23.8 76.6 11.2
61.6 50.3 70.2 70.4 54.5 66.4 14.8 3.3 169.6 147 140 47.9
133.2 50.6 4 48.5 49.6 75.5 76.9 81.2 154.5 74.5 131 57.1
7.5 85.9 63.2 53.1 41.5 12 7.5 23.4 46.3 22.9 66.5 127
22.9 14.4 75.5 28.3 94.8 24.4 0 12.4 52.6 374.7 33.8 9.5
12.2 43.1 15 74.2 26.9 6.3 5.6 4.5 5.5 136.3 7.3 2
47 50.6 22.9 NA NA NA NA NA NA NA NA NA
0.2 51.7 28.6 38.3 52.6 104.3 31.1 47.2 57 1.8 118.4 74.3
40 60.9 177.7 214 19.4 108.8 42.8 51 89.9 105.9 41.3 63.5
28.7 0 36 36.6 53.9 22.9 0 17.1 0 110.6 58.3 125.8
46.1 0 0 0 3.6 61.6 1.5 14.7 461.7 47.4 50.1 224.3
100.5 67.9 67.1 71.2 141.1 6.6 1.1 43.8 104.9 42.9 18.2 35.1
20.3 18.4 50.7 0 0.1 34.1 0 37.8 33.1 2.1 14.5 175.5
9.2 27.8 98.8 164.5 72.4 24.5 9.8 87.1 109.7 40.2 22 0.3
23.7 52 56.5 37.1 95.9 75.5 4.4 185.9 38.8 21 13.7 38.2
7.6 85.3 9.6 58.3 58.1 19.7 0 102.3 113.9 52.8 14.8 95.1
105.7 15.4 NA NA NA NA NA NA NA NA NA NA
NA 27.5 34.4 106.4 54.8 48.8 16.5 52.9 26.3 95 5.6 66.6
236.2 17.3 11.9 12.3 31 60 10 27.5 59.8 225 29.1 8.3
31 35.6 30.3 63.7 50.7 59.7 33 25.8 19.1 41.1 71.9 36
92 33.8 80.7 42.9 39.5 75.9 58.5 24.1 28.8 25.7 0 24.5
153.9 239.4 175.1 35.2 7.5 4.9 93.9 95 31.2 80.4 185.4 0
0 52.5 33.3 9.4 11.3 80.3 0 65.8 34.6 72.3 171.8 42.2
10.9 48.5 187.7 13.9 155.6 34.6 0 45.9 76 5.9 113 22.3
14 5.7 41 NA 136.4 24.3 49.3 4.3 3.7 74.5 87.1 20.8
80.6 49.3 49.6 58.7 26 19.7 31.1 39.5 82.4 90.5 36.7 35.1
86.5 143.6 35.6 22.3 42.7 22.1 45.9 6.6 18.8 207.6 55.6 107.7
173.1 0 23.4 49.6 65.2 146.2 1.1 2.2 40.1 45.4 151.9 1
5.7 10.8 31 102.5 35.6 18.7 8.7 101.1 41.1 19.4 113.2 11.4
15.2 0 27.8 64.3 32.1 116.2 6.5 66.6 56.2 193.7 76.5 23.8
23.6 86.3 146.4 39.1 112.6 7.7 1.5 50.5 84.8 78 0.7 155
44 24.2 17.6 69.9 112.5 203.9 95 50 49.1 120.6 0 40.4
9.9 56.2 83.2 95.5 22.1 44.2 29.3 56.4 130 61 30 0.3
30.2 57 19 42.2 39 46.8 2.2 6.8 173.3 175.8 35.9 42.4
12.2 6.9 39.7 18.5 34.2 46.3 4 141.8 69.5 5.9 47.6 44.6
160.2 10.7 52.9 95.8 28.2 64 15.8 28.9 85.2 139.7 123 105.6
83.4 0.4 1.5 32 20.5 97.5 20.2 44.5 41.8 37 69.1 73.4
15.1 11.4 1.2 48.1 91.8 13.2 28.4 54.3 63.9 34.4 5.1 137.2
50.9 0.4 11.2 21.3 26.6 14.9 4.9 41.5 135.5 74.2 38.1 11.7
8.2 2.1 23.8 65.2 30.1 45.1 22.5 69.7 44.2 48.6 31.1 83.8
92.9 37.6 22.9 13.6 33.1 5.1 50.3 2.9 65.9 42.5 88.4 10.1
22.6 39 41.4 88.3 99 45.7 37.4 120.1 36.6 81.6 50.4 80.3
18.1 154.7 31.4 19.9 32.5 1.4 8.7 51.5 65.6 118.4 35.3 57.3
4.6 80 75.8 95.4 29.6 29.1 20.2 19.1 68.8 39.3 8.7 57.5
0 62.3 12.7 18.8 51.4 11.8 7.7 63.1 94 128.3 47.3 8.1
9.7 17.3 104.9 60 48.4 26.2 9.3 29.3 59.2 63 104.2 24.8
1 26.5 4.1 70.1 89.7 58 23.4 56 19 113.3 50.1 32.3
41.6 0.4 35.6 51.7 7.9 29.3 78.8 13.5 18.4 42 59.7 116.6
0.6 176.5 122.1 14.5 42.7 44.6 39 90.2 226.2 135.4 31.6 32.2
27.1 32.5 135.1 25.7 16.4 46.4 29.8 7 56.5 172.9 12 132.3
42.4 0.5 12.1 27.1 54.2 27.4 13.3 41.6 128.9 29.9 66.3 8.4
60.8 43.7 64 57.2 70.3 46.1 13 13 172 119.6 129.4 98.3
108.5 42.3 6 77.2 42.8 60.4 48.2 48.5 127.4 66.1 136.3 49.4
6.5 84.9 68.8 52.6 47.2 28.1 9.8 19 37.6 29 52.7 90.6
19.9 18.2 59.7 34.3 46.5 21.5 19.2 13.2 53.7 279.7 27.5 9
21.3 32 11.4 71.4 48.9 27.4 56 99.2 17.4 99.4 36.4 0
33.5 36.6 21 39.3 30.1 38.2 0.4 37.3 45.5 58 96.8 9.9
1.5 22.1 24.5 30.2 43.7 110.5 0.8 96.9 29.3 1.4 92.5 48.3
25.2 49.1 145 168.5 16.3 55.4 57.8 72.5 85.5 101.3 41.9 44.7
30.6 0 40.3 25.5 75 13.9 2.8 29 3 104.3 40.1 151.7
41.5 11.2 71 85.8 133.9 75.8 24.3 17.2 367.9 45.9 59.7 217
83.9 68.7 53.6 57.5 141.8 97.3 8.6 102.4 90.3 35.5 14.6 45.9
7.8 13.1 28.9 33.6 21.8 47.9 11.2 48.5 33.6 0.4 12.4 137.8
7.9 21.2 95.7 150.9 73.2 19.4 11.4 71.3 88.5 36.8 31.8 0.6
18.9 27.9 43.9 30.1 64.3 84.6 4 143.1 32.9 13.2 3.9 25.7
5.7 80.9 4.7 60.9 45.5 16.1 61.8 97.7 85.7 53.3 18.1 80
82.4 11.2 48.7 44.6 166.1 83.2 89.6 23.4 42.2 55.8 32.9 111
25.5 41 40.9 71.7 41.2 42.3 14.1 44.6 25.7 89.3 5.8 57.9
200.9 120.7 14.3 10.3 25.7 24.8 6.8 22.9 64.4 179.1 26.6 15
22.5 49.1 23.1 53.5 47.2 50.9 23.3 33.4 20.8 40.6 69.7 24.1
51.3 35.9 63.5 49.7 38 100.3 49.8 17.5 88.9 21.4 0 20.9
126.6 182.5 142.9 26.6 10.3 6.8 100.6 91.7 24.8 54.7 155.1 3.9
0 46.6 25.9 10.8 12 26 0.4 58.9 7.2 70 139.9 39.2
11.2 39.3 128.7 23.9 120.2 32.1 0 53.7 52.8 4.8 130.2 16.7
14.1 5.8 46.1 47.2 118.8 26 46 6.2 4.1 61.5 74.4 18.5
68.6 50 22.1 55.1 23.3 17.2 41.5 37.9 92 91.4 23 30.3
64.1 69.1 30.3 18 43.6 27.5 47.4 3.1 7.9 210.6 42.5 85.7
154.4 0.2 19.1 54.5 87.3 120.1 1.2 2 60.6 41.3 168.6 2.9
5 8.2 24.2 95.5 40.3 13.9 9.7 102.2 43.5 11.7 113.4 11.2
18.4 0.1 38 59.1 32 115.7 9.2 98.5 73.7 211.4 77 20.7
21.4 76.6 122.9 31.7 107.8 7.7 5.6 36.7 80.5 76 60.7 169.5
49.9 10.3 14.3 59.3 121.2 190.8 61 39.8 48.8 98.2 0.6 34.2
4.7 41.6 90.4 82.3 34.4 40 27.4 31.4 125.5 62.1 21.6 0.6
26.1 62.3 20.5 49.1 45.2 44.8 0.7 9.7 173.1 189.3 36.5 25.4
21.1 7.2 5.6 18 39.5 35.1 3.4 141.6 72.3 11 50.1 51.3
207 9.8 52.7 98.5 33.3 75.2 14.3 26.2 75 144.2 182.5 130
94 0.5 2.4 37.4 19 103.7 28.3 50.5 51.4 57.5 88.4 78.8
89.5 12.2 2.9 43.8 78.5 19.8 37.5 72.1 75.2 60.4 7.2 159.5
46.6 0.4 11.1 21.8 27.8 28.4 8 56.6 173.2 76.7 58.4 14.4
8.5 3.1 29.6 63.6 34 62 23.7 81 29.6 46.8 31.2 88.8
90 39.6 28.5 15.9 42.3 7.4 54.1 4 94.2 46.6 95.9 12.5
27.5 50.1 44.9 105.8 105.4 45.5 36.3 85.8 31.1 70.1 59.9 61.5
22.1 180.1 37.9 23.5 38.2 3.1 19.1 56.8 89.5 125 40.9 57
3.1 80.9 84.8 115.6 47.6 20.9 22.3 24.2 61.3 27.5 11.3 47.2
0 43.6 14.4 15.5 54.2 13.7 11.9 83.9 111.3 115.8 55 7.7
12.5 12.2 50.1 87.5 95.9 17.9 8.5 54.5 50.6 46.3 96.6 3.5
17.3 18.1 0.7 90.3 76.7 62.3 21.5 77.8 6.3 130 77 33
38.9 1.6 26.7 45.9 16.4 32 69.8 8.2 32.2 41.8 48 114.7
10.4 138.2 134 11.8 40.4 36.3 41.8 5.9 225.7 122.5 9.8 60.6
24.2 32.9 91 7.2 2.9 51.5 18.4 22.5 60.7 104.9 7.2 92.4
43.4 0 5.1 52.6 40 20.6 2.5 39.6 102.8 25.3 65.2 4.6
38.3 104.7 39.6 60.8 57.5 12.4 14.7 0.6 228 64.4 136.8 33.8
104.1 37.9 9.6 52.5 24.5 35.9 9.3 52.9 154.2 52.6 80.1 46
18.4 59.7 52.6 39.1 14.8 23.4 0 85.6 48.1 9 38 56.7
18.4 29.7 27 24.7 9.6 2.7 20.2 15.3 44.8 167 29.8 11.2
24.3 33.8 12.8 38.5 31.3 18.3 24.5 41.4 20.4 116.2 19.4 0
29.6 25.1 38.6 58.1 25.6 34.6 0 42.7 19.3 111.8 108 18
0.7 33.8 31 33.8 38.5 69.1 2.7 77.7 11.2 0.5 124.3 43.5
20.8 24 90.5 156.7 27.8 28.7 15.3 43 101.8 133.6 33.3 14
27 0 32.4 31.2 44.8 2.7 12.2 17.1 0.5 104.6 33.4 131
16.8 1.6 56.2 71.7 62.2 50.7 21.6 10.1 97.5 57.8 75.2 166.8
92.7 43.7 46.3 66.1 117.7 36.8 10.7 109.8 152.1 53.7 21.1 61.4
9.8 2.6 31 36.1 25.7 44.6 6.5 64.2 64 1.4 15.7 92.1
7.1 22.1 99.4 60.4 57.3 41 4.9 41.8 59.8 60.7 20.2 0.7
20.9 21.3 66.2 32.3 43.5 29.3 8.6 96.7 80.5 16.4 2 24.4
11.7 73 10.3 24.1 36.5 36.8 104.3 94.5 52.6 44.4 10.6 71.5
95.1 7.5 NA NA NA 109 NA NA 13.1 NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
12.5 63.1 154.5 83.1 77.8 33.6 101.9 43 77.4 112.5 58.7 24.8
9.7 30.3 6.8 103.2 122.4 100.2 49.8 76.7 47.5 144.6 105.5 57.9
45 0.3 49.9 58 20.4 41.6 66.4 47.5 36.2 83.2 222.1 183.3
2.6 119.4 175.1 26.1 101.4 64.7 17.8 76.4 338 206.7 36.5 40.3
49.8 46.4 200.1 39.8 55 104 83.6 29.5 102 157.1 48.7 153.6
160 0.3 7.8 22.2 112.3 55.4 35.3 47.7 102.9 27.6 309.7 11.9
64.9 13.6 80.9 74.2 89.7 54.2 15.1 11.9 172 170.2 235 119.4
166.8 53.4 48.1 40.1 42.2 101 58.3 137.8 195.7 75.8 156 130.3
15.8 253 59 61.6 73.5 22.1 24.6 26.3 52.5 21.8 132 172.8
48.5 21.1 71.7 68.9 102 26.6 21.3 44 60.3 514 46.9 17.6
NA 55.3 15.5 36.5 100.4 41.8 77.6 82.4 13.8 153.6 65 2.5
71.7 98.7 32.2 56.9 77.3 38.1 19.8 46.4 74.4 168.7 198.9 25.6
2.4 73.6 70.2 64 105.1 119.9 5 106.4 45.9 2.8 354.2 111.8
48 48.7 219.4 313.6 44.6 55.3 83.2 105.7 138.2 180.4 59.8 142.5
67.8 1.2 57 36.8 111.8 50.4 40.3 17.8 6.9 236.1 41.6 224
42.1 10.3 132.2 159.5 136.2 58.8 54.2 24.8 266 74.3 54.5 482.5
101.8 118.2 159.9 109.7 147.4 118.4 18.5 94.2 120.4 96.2 59.8 107.6
26.5 27.1 28 61.3 29 99.4 12.4 104.5 50.4 8.8 16.5 207.1
29.8 54.9 240.8 123.1 75.9 34.6 14.3 58.7 177.8 8.3 34.2 0.4
33.9 86.1 90.2 81.2 119.9 115.7 7.4 198.2 45 21.3 32.2 40.8
13 202.2 25.7 62.6 93.1 49.1 74.2 127.4 108 101 33.6 181.2
215.5 16.4 45 76 304.6 192.1 179.8 52.8 47.3 190.1 55.7 163.5
51.6 48.4 71.8 94.5 79.8 71.3 17.2 33.1 36.6 37.5 4.3 63.5
376.8 15.8 44.8 48.7 53.8 73.8 8.6 95.8 72.9 214.5 33 20.6
50.7 176.8 23.3 90.5 119.7 65.4 32.9 46.6 29.6 71.9 105.4 19.4
58.6 56.5 57.3 111.5 52.7 118.6 66 15.8 45.3 19.4 0 101.1
331.5 278.3 129.4 45.1 43.7 11.2 104 59.9 29.9 215.8 197.2 5.6
0 71.6 30.5 12.7 25.7 67.9 0.4 88.2 14 78.1 363.6 48.5
13 30.1 242.5 40.7 152.1 42.3 1.8 131.6 106.9 21.5 201 16.6
40.8 6.9 57.7 40.4 148.1 40.9 55.1 25.4 13.4 70.6 82.9 19.4
105.4 90.5 56.1 75.9 42 23.3 58.1 30.5 40.1 149.8 41.8 24.9
117 72.1 44 44.9 84.6 16.2 89.2 15.2 34 197.6 94.6 156.1
224.3 3.9 22.8 95.3 134 61.5 3.8 14.7 52.3 61.9 151.8 3.8
24.8 28.5 28.4 88.5 40.4 64.1 28.3 130 62.4 19.1 126.5 68.3
53.3 3.1 62.5 89.5 89 54 35.6 82.3 116.2 181.6 65.7 51.8
74.4 227.8 185.8 69.3 122.9 16.6 10.3 40.1 80.7 64.4 100.4 233.7
196.9 34.2 38.9 47 115.5 200.5 104.3 46.4 76.8 137.9 NA NA
10.7 107 153.3 124.9 79.1 46.2 40.6 40.8 127.9 116.4 81.8 2.5
56.6 70.8 16.7 63.1 41.5 47 12.2 55.4 163.3 236.2 64.4 117.8
32.2 5.9 17.4 36.6 53.9 74.3 5.6 140.4 99.6 25.6 74.6 146.1
280.2 36.7 98.7 114.6 54.5 111.5 21.2 42.8 110.7 135.4 263.5 251.2
190.4 2.2 1.9 71.2 49.3 176.1 37 52.3 86.9 17.5 109.2 145.2
134.6 18.7 7.8 71.1 81.1 74.8 66.8 73.5 58.2 NA NA NA
98.8 3.4 18.6 41.5 49.1 56.5 62.3 46 85 106 63.7 23.5
22.9 3.1 31.1 92.1 170.6 40.1 13.5 31.2 127.4 68.6 41.2 106.9
107.5 71.8 29.6 32.9 94.9 13.5 76.3 47 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA 38.5 15.9 52 54.2 97.4 293.9 106.5 81.5
14.6 127.8 127.3 176.8 82.1 53.4 7.2 32.5 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
27.2 45.5 89.8 79.5 28.4 42.9 16.2 21.9 122.4 90.5 111.9 26.4
6.5 29.3 14.4 68.2 89.2 89.4 37.8 55.4 27.5 114.7 61.2 NA
50.6 5 40.1 56.2 9 53.6 60.8 17.6 42.6 47.2 119.4 161.1
1.6 167.9 172.5 23.7 56.4 49.6 50.4 43.5 219.4 119.3 18.8 57.2
28.5 33.1 194.6 68.6 11.4 46.1 46.5 16.6 79.7 181.8 17.3 110.3
41.1 0.1 12.4 26.3 62.9 46.6 20.5 68 99.8 22.1 99.4 6.7
72.2 50.4 96.7 67.5 69.9 74 18.5 13.4 160.9 169.2 139.5 91.1
124.7 62.9 20.1 35.3 35.2 52.6 53.6 103.1 206.9 111.9 125.4 88.2
6.5 89.2 64.5 56.3 38.2 18.3 39.5 33.2 80.4 11.2 58.9 141.1
23.3 22.9 98.8 64.4 75.4 22.5 21.3 27.5 46.4 476.8 28.8 8
44.1 28.2 18 88.2 68.6 42.6 50.8 63.5 10 162.3 30.4 0.2
43.4 71.5 24.8 48.3 34.2 75.4 3.6 32.6 41.5 48.6 138.1 20.8
6.1 73.8 35.2 43.3 69.8 78.5 5.9 109.4 43.4 2 185.5 54.6
53.5 78.7 195.4 302.6 24.8 73.7 73.4 30.7 115.5 NA NA NA
NA NA 52.3 37.4 71.9 31.5 9.5 28.3 0.3 184.9 31.1 161.1
22.1 4.1 34.4 90 165.6 55.5 20.7 18.4 409.2 77 41.9 196.7
114.8 72.1 103.5 71.3 126.4 98.1 27.1 86.3 97 45.5 29.7 35.7
20.2 20.7 40.5 40.8 14.8 38.5 NA 38.9 22.1 7.8 11.5 160.5
11.7 24.6 115.8 118.5 62.2 11.8 11.8 86.5 36.6 20.1 20.7 1.4
14 57.9 43.4 37.1 58.1 64.4 0.6 140.9 56.2 9.2 29.2 70.3
7.6 80.3 13.1 63.9 75.6 6.6 16.4 113.8 47 34.8 13.1 54.1
104.3 6.3 31.7 32.5 148.4 56 51.2 NA 15.7 53.6 24.2 170.6
36.9 29.4 44.6 99 41.6 42.4 32.5 21.6 78.3 64.7 2.6 62.9
267.6 15.1 18.5 19.3 27.3 21.6 5.9 47 52.8 212 31.2 55.5
27.9 67 38.5 69.7 83.7 68 47.1 55.2 19.4 36.6 69.9 10.8
43.6 22 57.6 59.9 34.8 76.5 52.6 29.5 47.2 9.5 0 NA
